FRAGMENT_ID,FRAGMENT_FORMULA,FRAGMENT_EXACTMASS,FRAGMENT_DESCRIPTION,SMILES,INCHI,INCHIKEY,INSILICO,EMPIRICAL,FRAGMENT_CHARGE,FRAGMENT_RADICAL,EMPIRICAL_CITATION,INSILICO_CITATION
124,C7H5F9NO4S,369.979,"N-(carboxymethyl)-N-(1,1,2,2,3,3,4,4,4-nonafluorobutane-1-sulfonyl)methaniminium",OC(=O)C[N+](=C)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,"InChI=1S/C7H4F9NO4S/c1-17(2-3(18)19)22(20,21)7(15,16)5(10,11)4(8,9)6(12,13)14/h1-2H2/p+1",YPSDAUIGSZXAAQ-UHFFFAOYSA-O,N,Y,P,N,DOI:10.1021/acs.est.6b05843,
125,C10H9F13N,390.0522,"3,3,4,4,5,5,6,6,7,7,8,8,8-tridecafluoro-N,N-dimethyloctan-1-iminium",FC(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)C\C=[N+](\C)C,"InChI=1S/C10H9F13N/c1-24(2)4-3-5(11,12)6(13,14)7(15,16)8(17,18)9(19,20)10(21,22)23/h4H,3H2,1-2H3/q+1",JTKLDIONVHGWDO-UHFFFAOYSA-N,N,Y,P,N,DOI:10.1021/acs.est.6b05843,
126,C7H3F13NO2S,411.9671,"N-(1,1,2,2,3,3,4,4,5,5,6,6,6-tridecafluorohexane-1-sulfonyl)methaniminium",FC(F)(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)S(=O)(=O)[NH+]=C,"InChI=1S/C7H2F13NO2S/c1-21-24(22,23)7(19,20)5(14,15)3(10,11)2(8,9)4(12,13)6(16,17)18/h1H2/p+1",MQGJDXVTRVBVMW-UHFFFAOYSA-O,N,Y,P,N,DOI:10.1021/acs.est.6b05843,
127,C8H5F13NO2S,425.9828,"(1E)-N-(1,1,2,2,3,3,4,4,5,5,6,6,6-tridecafluorohexane-1-sulfonyl)ethaniminium",FC(F)(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)S(=O)(=O)\[NH+]=C\C,"InChI=1S/C8H4F13NO2S/c1-2-22-25(23,24)8(20,21)6(15,16)4(11,12)3(9,10)5(13,14)7(17,18)19/h2H,1H3/p+1/b22-2+",ZXWCWXFAQWALHA-QOABUSIESA-O,N,Y,P,N,DOI:10.1021/acs.est.6b05843,
128,C9H5F13NO2S,437.9828,"(1E)-N-(1,1,2,2,3,3,4,4,5,5,6,6,6-tridecafluorohexane-1-sulfonyl)prop-2-en-1-iminium",C=C\C=[NH+]\S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,"InChI=1S/C9H4F13NO2S/c1-2-3-23-26(24,25)9(21,22)7(16,17)5(12,13)4(10,11)6(14,15)8(18,19)20/h2-3H,1H2/p+1/b23-3+",HJCDRIBNNRBUTL-LTGYVZTRSA-O,N,Y,P,N,DOI:10.1021/acs.est.6b05843,
129,C9H7F13NO2S,439.9984,"1,1,2,2,3,3,4,4,5,5,6,6,6-tridecafluoro-N-(prop-2-en-1-yl)hexane-1-sulfonamide",FC(F)(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)S(=O)(=O)NCC=C,"InChI=1S/C9H6F13NO2S/c1-2-3-23-26(24,25)9(21,22)7(16,17)5(12,13)4(10,11)6(14,15)8(18,19)20/h2,23H,1,3H2",OEYYQKXFSDVKJI-UHFFFAOYSA-N,N,Y,P,N,DOI:10.1021/acs.est.6b05843,
130,C12H13F13NO2,450.0733,"N-(carboxymethyl)-3,3,4,4,5,5,6,6,7,7,8,8,8-tridecafluoro-N,N-dimethyloctan-1-aminium",C[N+](C)(CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)CC(=O)O,"InChI=1S/C12H12F13NO2/c1-26(2,5-6(27)28)4-3-7(13,14)8(15,16)9(17,18)10(19,20)11(21,22)12(23,24)25/h3-5H2,1-2H3/p+1",GAEUOVYQCKBCJA-UHFFFAOYSA-O,N,Y,P,N,DOI:10.1021/acs.est.6b05843,
131,C10H7F13NO2S,451.9984,"N-(prop-2-en-1-yl)-N-(1,1,2,2,3,3,4,4,5,5,6,6,6-tridecafluorohexane-1-sulfonyl)methaniminium",C=CC[N+](=C)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,"InChI=1S/C10H7F13NO2S/c1-3-4-24(2)27(25,26)10(22,23)8(17,18)6(13,14)5(11,12)7(15,16)9(19,20)21/h3H,1-2,4H2/q+1",HJQMDAVVSJTURM-UHFFFAOYSA-N,N,Y,P,N,DOI:10.1021/acs.est.6b05843,
132,C10H9F13NO2S,454.0141,"3-[methyl(1,1,2,2,3,3,4,4,5,5,6,6,6-tridecafluorohexane-1-sulfonyl)amino]prop-1-ylium",FC(F)(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)S(=O)(=O)N(C)CC[CH2+],"InChI=1S/C10H9F13NO2S/c1-3-4-24(2)27(25,26)10(22,23)8(17,18)6(13,14)5(11,12)7(15,16)9(19,20)21/h1,3-4H2,2H3/q+1",JOMJZZNZUWYREL-UHFFFAOYSA-N,N,Y,P,N,DOI:10.1021/acs.est.6b05843,
133,C9H7F13NO3S,455.9934,"N-(2-hydroxyethyl)-N-(1,1,2,2,3,3,4,4,5,5,6,6,6-tridecafluorohexane-1-sulfonyl)methaniminium",OCC[N+](=C)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,"InChI=1S/C9H7F13NO3S/c1-23(2-3-24)27(25,26)9(21,22)7(16,17)5(12,13)4(10,11)6(14,15)8(18,19)20/h24H,1-3H2/q+1",XLBWNPRRPUSISG-UHFFFAOYSA-N,N,Y,P,N,DOI:10.1021/acs.est.6b05843,
134,C14H17F13NO2,478.1046,"N-(carboxymethyl)-5,5,6,6,7,7,8,8,9,9,10,10,10-tridecafluoro-N,N-dimethyldecan-1-aminium",C[N+](C)(CCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)CC(=O)O,"InChI=1S/C14H16F13NO2/c1-28(2,7-8(29)30)6-4-3-5-9(15,16)10(17,18)11(19,20)12(21,22)13(23,24)14(25,26)27/h3-7H2,1-2H3/p+1",MJLPBBJRGAKZKE-UHFFFAOYSA-O,N,Y,P,N,DOI:10.1021/acs.est.6b05843,
135,C11H12F13N2O2S,483.0406,"N,N-dimethyl-3-[(1,1,2,2,3,3,4,4,5,5,6,6,6-tridecafluorohexane-1-sulfonyl)amino]propan-1-iminium",C\[N+](C)=C\CCNS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,"InChI=1S/C11H12F13N2O2S/c1-26(2)5-3-4-25-29(27,28)11(23,24)9(18,19)7(14,15)6(12,13)8(16,17)10(20,21)22/h5,25H,3-4H2,1-2H3/q+1",VFJFGNIVQKAAAD-UHFFFAOYSA-N,N,Y,P,N,DOI:10.1021/acs.est.6b05843,
136,C11H14F13N2O2S,485.0563,"N,N-dimethyl-3-[(1,1,2,2,3,3,4,4,5,5,6,6,6-tridecafluorohexane-1-sulfonyl)amino]propan-1-aminium",C[NH+](C)CCCNS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,"InChI=1S/C11H13F13N2O2S/c1-26(2)5-3-4-25-29(27,28)11(23,24)9(18,19)7(14,15)6(12,13)8(16,17)10(20,21)22/h25H,3-5H2,1-2H3/p+1",INDOGKYZYLAGEM-UHFFFAOYSA-O,N,Y,P,N,DOI:10.1021/acs.est.6b05843,
137,C12H14F13N2O2S,497.0563,"N-ethenyl-N-methyl-3-[(1,1,2,2,3,3,4,4,5,5,6,6,6-tridecafluorohexane-1-sulfonyl)amino]propan-1-aminium",C[NH+](CCCNS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C=C,"InChI=1S/C12H13F13N2O2S/c1-3-27(2)6-4-5-26-30(28,29)12(24,25)10(19,20)8(15,16)7(13,14)9(17,18)11(21,22)23/h3,26H,1,4-6H2,2H3/p+1",FKKREWISKMYKSF-UHFFFAOYSA-O,N,Y,P,N,DOI:10.1021/acs.est.6b05843,
138,C12H16F13N2O2S,499.0719,"N,N,N-trimethyl-3-[(1,1,2,2,3,3,4,4,5,5,6,6,6-tridecafluorohexane-1-sulfonyl)amino]propan-1-aminium",C[N+](C)(C)CCCNS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,"InChI=1S/C12H16F13N2O2S/c1-27(2,3)6-4-5-26-30(28,29)12(24,25)10(19,20)8(15,16)7(13,14)9(17,18)11(21,22)23/h26H,4-6H2,1-3H3/q+1",OWBYGXNKMFLAMD-UHFFFAOYSA-N,N,Y,P,N,DOI:10.1021/acs.est.6b05843,
139,C13H18F9N2O6S,501.0736,"N-(carboxymethyl)-3-[(carboxymethyl)(1,1,2,2,3,3,4,4,4-nonafluorobutane-1-sulfonyl)amino]-N,N-dimethylpropan-1-aminium",C[N+](C)(CCCN(CC(=O)O)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)CC(=O)O,"InChI=1S/C13H17F9N2O6S/c1-24(2,7-9(27)28)5-3-4-23(6-8(25)26)31(29,30)13(21,22)11(16,17)10(14,15)12(18,19)20/h3-7H2,1-2H3,(H-,25,26,27,28)/p+1",DGXSKNFQKVNKMH-UHFFFAOYSA-O,N,Y,P,N,DOI:10.1021/acs.est.6b05843,
140,C13H18F13N2O2S,513.0876,"3-[ethyl(1,1,2,2,3,3,4,4,5,5,6,6,6-tridecafluorohexane-1-sulfonyl)amino]-N,N-dimethylpropan-1-aminium",C[NH+](C)CCCN(CC)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,"InChI=1S/C13H17F13N2O2S/c1-4-28(7-5-6-27(2)3)31(29,30)13(25,26)11(20,21)9(16,17)8(14,15)10(18,19)12(22,23)24/h4-7H2,1-3H3/p+1",JSLXYELSFPFGCK-UHFFFAOYSA-O,N,Y,P,N,DOI:10.1021/acs.est.6b05843,
141,C12H16F13N2O3S,515.0669,"N-(2-hydroxyethyl)-N-methyl-3-[(1,1,2,2,3,3,4,4,5,5,6,6,6-tridecafluorohexane-1-sulfonyl)amino]propan-1-aminium",C[NH+](CCCNS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)CCO,"InChI=1S/C12H15F13N2O3S/c1-27(5-6-28)4-2-3-26-31(29,30)12(24,25)10(19,20)8(15,16)7(13,14)9(17,18)11(21,22)23/h26,28H,2-6H2,1H3/p+1",MNLQKSMBNOBMNC-UHFFFAOYSA-O,N,Y,P,N,DOI:10.1021/acs.est.6b05843,
142,C12H14F13N2O4S,529.0461,"3-[carboxy(1,1,2,2,3,3,4,4,5,5,6,6,6-tridecafluorohexane-1-sulfonyl)amino]-N,N-dimethylpropan-1-aminium",C[NH+](C)CCCN(C(=O)O)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,"InChI=1S/C12H13F13N2O4S/c1-26(2)4-3-5-27(6(28)29)32(30,31)12(24,25)10(19,20)8(15,16)7(13,14)9(17,18)11(21,22)23/h3-5H2,1-2H3,(H,28,29)/p+1",CNPWNQJZLXIDGI-UHFFFAOYSA-O,N,Y,P,N,DOI:10.1021/acs.est.6b05843,
143,C13H18F13N2O3S,529.0825,"N-(2-hydroxyethyl)-N,N-dimethyl-3-[(1,1,2,2,3,3,4,4,5,5,6,6,6-tridecafluorohexane-1-sulfonyl)amino]propan-1-aminium",C[N+](C)(CCCNS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)CCO,"InChI=1S/C13H18F13N2O3S/c1-28(2,6-7-29)5-3-4-27-32(30,31)13(25,26)11(20,21)9(16,17)8(14,15)10(18,19)12(22,23)24/h27,29H,3-7H2,1-2H3/q+1",IPCCWNWHJVOPTJ-UHFFFAOYSA-N,N,Y,P,N,DOI:10.1021/acs.est.6b05843,
144,C13H18F13N2O3S,529.0825,"3-[(2-hydroxyethyl)(1,1,2,2,3,3,4,4,5,5,6,6,6-tridecafluorohexane-1-sulfonyl)amino]-N,N-dimethylpropan-1-aminium",FC(F)(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)S(=O)(=O)N(CCO)CCC[NH+](C)C,"InChI=1S/C13H17F13N2O3S/c1-27(2)4-3-5-28(6-7-29)32(30,31)13(25,26)11(20,21)9(16,17)8(14,15)10(18,19)12(22,23)24/h29H,3-7H2,1-2H3/p+1",JGQSPCGHMGGHQA-UHFFFAOYSA-O,N,Y,P,N,DOI:10.1021/acs.est.6b05843,
145,C13H16F13N2O4S,543.0618,"N-(carboxymethyl)-N,N-dimethyl-3-[(1,1,2,2,3,3,4,4,5,5,6,6,6-tridecafluorohexane-1-sulfonyl)amino]propan-1-aminium",C[N+](C)(CCCNS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)CC(=O)O,"InChI=1S/C13H15F13N2O4S/c1-28(2,6-7(29)30)5-3-4-27-33(31,32)13(25,26)11(20,21)9(16,17)8(14,15)10(18,19)12(22,23)24/h27H,3-6H2,1-2H3/p+1",SALFKFAUHVWLMP-UHFFFAOYSA-O,N,Y,P,N,DOI:10.1021/acs.est.6b05843,
146,C13H18F13N2O4S,545.0774,NA,FC(F)(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)S(=O)(=O)NCC(O)C[N+](C)(C)CCO,"InChI=1S/C13H18F13N2O4S/c1-28(2,3-4-29)6-7(30)5-27-33(31,32)13(25,26)11(20,21)9(16,17)8(14,15)10(18,19)12(22,23)24/h7,27,29-30H,3-6H2,1-2H3/q+1",NEZVSQDIQCIHOO-UHFFFAOYSA-N,N,Y,P,N,DOI:10.1021/acs.est.6b05843,
147,C14H16F13N2O4S,555.0618,"3-[(2-carboxyethyl)(1,1,2,2,3,3,4,4,5,5,6,6,6-tridecafluorohexane-1-sulfonyl)amino]-N,N-dimethylpropan-1-iminium",OC(=O)CCN(CC\C=[N+](/C)C)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,"InChI=1S/C14H15F13N2O4S/c1-28(2)5-3-6-29(7-4-8(30)31)34(32,33)14(26,27)12(21,22)10(17,18)9(15,16)11(19,20)13(23,24)25/h5H,3-4,6-7H2,1-2H3/p+1",NDGKDCANCOEEON-UHFFFAOYSA-O,N,Y,P,N,DOI:10.1021/acs.est.6b05843,
148,C16H22F13N2O3S,569.1138,NA,FC(F)(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)S(=O)(=O)N(CCO)CCC[N+](C)(C)CC=C,"InChI=1S/C16H22F13N2O3S/c1-4-8-31(2,3)9-5-6-30(7-10-32)35(33,34)16(28,29)14(23,24)12(19,20)11(17,18)13(21,22)15(25,26)27/h4,32H,1,5-10H2,2-3H3/q+1",AEYZAGOYCCBWQK-UHFFFAOYSA-N,N,Y,P,N,DOI:10.1021/acs.est.6b05843,
149,C14H22F11N2O5S2,571.0789,NA,C[N+](C)(CCCS(=O)(=O)O)CCCN(C)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,"InChI=1S/C14H21F11N2O5S2/c1-26(6-4-7-27(2,3)8-5-9-33(28,29)30)34(31,32)14(24,25)12(19,20)10(15,16)11(17,18)13(21,22)23/h4-9H2,1-3H3/p+1",FLZXDOGZXYXNOM-UHFFFAOYSA-O,N,Y,P,N,DOI:10.1021/acs.est.6b05843,
150,C15H20F13N2O4S,571.0931,NA,C[N+](C)(C)CCCN(CCC(=O)O)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,"InChI=1S/C15H19F13N2O4S/c1-30(2,3)8-4-6-29(7-5-9(31)32)35(33,34)15(27,28)13(22,23)11(18,19)10(16,17)12(20,21)14(24,25)26/h4-8H2,1-3H3/p+1",JUXSJDOYJDYZRI-UHFFFAOYSA-O,N,Y,P,N,DOI:10.1021/acs.est.6b05843,
151,C15H22F13N2O4S,573.1087,NA,FC(F)(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)S(=O)(=O)N(CCO)CCC[N+](C)(C)CCO,"InChI=1S/C15H22F13N2O4S/c1-30(2,7-9-32)6-3-4-29(5-8-31)35(33,34)15(27,28)13(22,23)11(18,19)10(16,17)12(20,21)14(24,25)26/h31-32H,3-9H2,1-2H3/q+1",QWCSJPDFPIQWOG-UHFFFAOYSA-N,N,Y,P,N,DOI:10.1021/acs.est.6b05843,
152,C14H22F9N2O8S2,581.0668,NA,OC(C[N+](C)(C)CCCN(CC(=O)O)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)CS(=O)(=O)O,"InChI=1S/C14H21F9N2O8S2/c1-25(2,7-9(26)8-34(29,30)31)5-3-4-24(6-10(27)28)35(32,33)14(22,23)12(17,18)11(15,16)13(19,20)21/h9,26H,3-8H2,1-2H3,(H-,27,28,29,30,31)/p+1",MSDRTNSYKMRDIE-UHFFFAOYSA-O,N,Y,P,N,DOI:10.1021/acs.est.6b05843,
153,C16H22F13N2O4S,585.1087,NA,C[N+](C)(CCCN(CC)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)CCC(=O)O,"InChI=1S/C16H21F13N2O4S/c1-4-30(7-5-8-31(2,3)9-6-10(32)33)36(34,35)16(28,29)14(23,24)12(19,20)11(17,18)13(21,22)15(25,26)27/h4-9H2,1-3H3/p+1",HHYCXWVDFSFVAB-UHFFFAOYSA-O,N,Y,P,N,DOI:10.1021/acs.est.6b05843,
154,C13H18F13N2O5S2,593.0444,NA,CN(CCCS(=O)(=O)O)CCC[NH2+]S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,"InChI=1S/C13H17F13N2O5S2/c1-28(6-3-7-34(29,30)31)5-2-4-27-35(32,33)13(25,26)11(20,21)9(16,17)8(14,15)10(18,19)12(22,23)24/h27H,2-7H2,1H3,(H,29,30,31)/p+1",NVZKJWGGYRLQDE-UHFFFAOYSA-O,N,Y,P,N,DOI:10.1021/acs.est.6b05843,
155,C14H20F13N2O5S2,607.0601,NA,C[N+](C)(CCCNS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)CCC[S-](=O)(=O)=O,"InChI=1S/C14H19F13N2O5S2/c1-29(2,7-4-8-35(30,31)32)6-3-5-28-36(33,34)14(26,27)12(21,22)10(17,18)9(15,16)11(19,20)13(23,24)25/h28H,3-8H2,1-2H3/p+1",HQZMVHMXSNFQPY-UHFFFAOYSA-O,N,Y,P,N,DOI:10.1021/acs.est.6b05843,
156,C16H20F13N2O6S,615.0829,NA,C[N+](C)(CCCS(=O)(=O)O)CCCNS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,"InChI=1S/C16H19F13N2O6S/c1-31(2,8-10(34)35)7-3-5-30(6-4-9(32)33)38(36,37)16(28,29)14(23,24)12(19,20)11(17,18)13(21,22)15(25,26)27/h3-8H2,1-2H3,(H-,32,33,34,35)/p+1",CEGZDKRLHFJHPK-UHFFFAOYSA-O,N,Y,P,N,DOI:10.1021/acs.est.6b05843,
157,C14H20F13N2O6S2,623.055,NA,OC(C[N+](C)(C)CCCNS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)CS(=O)(=O)O,"InChI=1S/C14H19F13N2O6S2/c1-29(2,6-8(30)7-36(31,32)33)5-3-4-28-37(34,35)14(26,27)12(21,22)10(17,18)9(15,16)11(19,20)13(23,24)25/h8,28,30H,3-7H2,1-2H3/p+1",MEXQEENXUFLERY-UHFFFAOYSA-O,N,Y,P,N,DOI:10.1021/acs.est.6b05843,
158,C15H22F13N2O6S2,637.0706,NA,C[N+](CCCS(=O)(=O)O)(CCCNS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)CCO,"InChI=1S/C15H21F13N2O6S2/c1-30(7-8-31,6-3-9-37(32,33)34)5-2-4-29-38(35,36)15(27,28)13(22,23)11(18,19)10(16,17)12(20,21)14(24,25)26/h29,31H,2-9H2,1H3/p+1",PZPSGOXUBJAOCW-UHFFFAOYSA-O,N,Y,P,N,DOI:10.1021/acs.est.6b05843,
159,C16H24F13N2O6S2,651.0863,NA,C[N+](C)(CCCS(=O)(=O)O)CCCN(CCO)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,"InChI=1S/C16H23F13N2O6S2/c1-31(2,8-4-10-38(33,34)35)7-3-5-30(6-9-32)39(36,37)16(28,29)14(23,24)12(19,20)11(17,18)13(21,22)15(25,26)27/h32H,3-10H2,1-2H3/p+1",OTGDECNCRNZRLC-UHFFFAOYSA-O,N,Y,P,N,DOI:10.1021/acs.est.6b05843,
160,C17H24F13N2O6S2,663.0863,NA,OC(CN(CCC[N+](C)(C)CC=C)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)CS(=O)(=O)O,"InChI=1S/C17H23F13N2O6S2/c1-4-7-32(2,3)8-5-6-31(9-11(33)10-39(34,35)36)40(37,38)17(29,30)15(24,25)13(20,21)12(18,19)14(22,23)16(26,27)28/h4,11,33H,1,5-10H2,2-3H3/p+1",MYRFNVKMBDXJQS-UHFFFAOYSA-O,N,Y,P,N,DOI:10.1021/acs.est.6b05843,
161,C16H22F13N2O7S2,665.0655,NA,C[N+](C)(CCCS(=O)(=O)O)CCCN(CC(=O)O)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,"InChI=1S/C16H21F13N2O7S2/c1-31(2,7-4-8-39(34,35)36)6-3-5-30(9-10(32)33)40(37,38)16(28,29)14(23,24)12(19,20)11(17,18)13(21,22)15(25,26)27/h3-9H2,1-2H3,(H-,32,33,34,35,36)/p+1",ULXXTBSQAWPGEP-UHFFFAOYSA-O,N,Y,P,N,DOI:10.1021/acs.est.6b05843,
162,C16H24F13N2O7S2,667.0812,NA,OC(C[N+](C)(C)CCCN(CCO)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)CS(=O)(=O)O,"InChI=1S/C16H23F13N2O7S2/c1-31(2,8-10(33)9-39(34,35)36)6-3-4-30(5-7-32)40(37,38)16(28,29)14(23,24)12(19,20)11(17,18)13(21,22)15(25,26)27/h10,32-33H,3-9H2,1-2H3/p+1",CQCLWHUKRWZERH-UHFFFAOYSA-O,N,Y,P,N,DOI:10.1021/acs.est.6b05843,
163,C17H26F13N2O8S3,729.0638,NA,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)S(=O)(=O)N(CCCS(=O)(=O)O)CCC[N+](C)(C)CCCS(=O)(=O)O,"InChI=1S/C17H25F13N2O8S3/c1-32(2,9-5-11-42(36,37)38)8-3-6-31(7-4-10-41(33,34)35)43(39,40)17(29,30)15(24,25)13(20,21)12(18,19)14(22,23)16(26,27)28/h3-11H2,1-2H3,(H-,33,34,35,36,37,38)/p+1",XJWXHAVPVAKYGX-UHFFFAOYSA-O,N,Y,P,N,DOI:10.1021/acs.est.6b05843,
164,C17H26F13N2O10S3,761.0537,NA,OC(CN(CCC[N+](C)(C)CC(O)CS(=O)(=O)O)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)CS(=O)(=O)O,"InChI=1S/C17H25F13N2O10S3/c1-32(2,7-11(34)9-44(38,39)40)5-3-4-31(6-10(33)8-43(35,36)37)45(41,42)17(29,30)15(24,25)13(20,21)12(18,19)14(22,23)16(26,27)28/h10-11,33-34H,3-9H2,1-2H3,(H-,35,36,37,38,39,40)/p+1",HQILQIXAHVRCNF-UHFFFAOYSA-O,N,Y,P,N,DOI:10.1021/acs.est.6b05843,
